text,label
I have stiffness and joint pain,arthritis
I have swelling and joint pain,arthritis
I have joint pain and swelling,arthritis
I have joint pain and swelling,arthritis
I have swelling and joint pain,arthritis
I have joint pain and swelling,arthritis
I have stiffness and joint pain,arthritis
I have stiffness and joint pain,arthritis
I have swelling and joint pain,arthritis
I have joint pain and stiffness,arthritis
I have swelling and stiffness,arthritis
I have joint pain and swelling,arthritis
I have swelling and stiffness,arthritis
I have stiffness and joint pain,arthritis
I have joint pain and stiffness,arthritis
I have swelling and stiffness,arthritis
I have joint pain and stiffness,arthritis
I have swelling and stiffness,arthritis
I have joint pain and swelling,arthritis
I have joint pain and swelling,arthritis
I have joint pain and swelling,arthritis
I have swelling and joint pain,arthritis
I have joint pain and swelling,arthritis
I have joint pain and swelling,arthritis
I have swelling and joint pain,arthritis
I have stiffness and swelling,arthritis
I have stiffness and swelling,arthritis
I have swelling and joint pain,arthritis
I have joint pain and stiffness,arthritis
I have joint pain and stiffness,arthritis
I have stiffness and swelling,arthritis
I have joint pain and stiffness,arthritis
I have joint pain and stiffness,arthritis
I have joint pain and swelling,arthritis
I have stiffness and swelling,arthritis
I have stiffness and joint pain,arthritis
I have swelling and joint pain,arthritis
I have joint pain and swelling,arthritis
I have stiffness and swelling,arthritis
I have joint pain and stiffness,arthritis
I have stiffness and joint pain,arthritis
I have stiffness and joint pain,arthritis
I have swelling and stiffness,arthritis
I have stiffness and swelling,arthritis
I have joint pain and swelling,arthritis
I have joint pain and stiffness,arthritis
I have swelling and stiffness,arthritis
I have joint pain and swelling,arthritis
I have joint pain and swelling,arthritis
I have stiffness and joint pain,arthritis
I have joint pain and swelling,arthritis
I have swelling and joint pain,arthritis
I have joint pain and stiffness,arthritis
I have swelling and stiffness,arthritis
I have stiffness and swelling,arthritis
I have swelling and stiffness,arthritis
I have swelling and stiffness,arthritis
I have joint pain and stiffness,arthritis
I have stiffness and joint pain,arthritis
I have stiffness and joint pain,arthritis
